"s","p","t","v","time","diff"
"BINANCE:BTCUSDT","112333.55","1761473806901","0.07178","1761473813654","1"
"BINANCE:BTCUSDT","112340.29","1761473806909","0.00534","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806904","0.02066","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806903","0.0217","1761473813654","1"
"BINANCE:BTCUSDT","112344.78","1761473806909","0.0015","1761473813654","1"
"BINANCE:BTCUSDT","112344.17","1761473806909","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112344.78","1761473806909","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112334.53","1761473806907","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.56","1761473806907","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112346.84","1761473806911","0.00324","1761473813654","1"
"BINANCE:BTCUSDT","112333.56","1761473806907","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112334.53","1761473806907","8e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112340.29","1761473806909","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.56","1761473806907","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112347.0","1761473806911","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112345.89","1761473806909","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806902","0.03414","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.56","1761473806907","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112345.08","1761473806909","0.00089","1761473813654","1"
"BINANCE:BTCUSDT","112333.56","1761473806907","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112334.53","1761473806907","8e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806907","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806902","0.05025","1761473813654","1"
"BINANCE:BTCUSDT","112345.87","1761473806909","0.00017","1761473813654","1"
"BINANCE:BTCUSDT","112338.9","1761473806909","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806906","0.05453","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806904","0.00674","1761473813654","1"
"BINANCE:BTCUSDT","112346.64","1761473806909","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806902","0.05179","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806907","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112341.96","1761473806909","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.56","1761473806907","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112344.77","1761473806909","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.56","1761473806907","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112342.14","1761473806909","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806904","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806839","0.0019","1761473813654","1"
"BINANCE:BTCUSDT","112345.51","1761473806909","0.00037","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","0.00025","1761473813654","1"
"BINANCE:BTCUSDT","112346.63","1761473806909","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112338.9","1761473806909","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112341.75","1761473806909","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112335.55","1761473806907","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112344.78","1761473806909","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112344.77","1761473806909","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.56","1761473806907","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806903","0.01194","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806902","0.03781","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806906","0.04022","1761473813654","1"
"BINANCE:BTCUSDT","112346.64","1761473806909","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","0.07195","1761473813654","1"
"BINANCE:BTCUSDT","112336.36","1761473806907","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806902","0.07001","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.56","1761473806907","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806902","0.07273","1761473813654","1"
"BINANCE:BTCUSDT","112346.63","1761473806909","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806903","0.00772","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806902","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112344.78","1761473806909","0.00712","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806907","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806839","0.00217","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806902","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806907","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806907","0.03248","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806902","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112346.63","1761473806909","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112345.65","1761473806909","0.00037","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806902","0.02094","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112342.02","1761473806909","0.00178","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","0.07083","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806907","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","0.00272","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","0.07195","1761473813654","1"
"BINANCE:BTCUSDT","112336.87","1761473806907","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112347.0","1761473806911","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112341.75","1761473806909","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806901","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112345.77","1761473806909","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.56","1761473806907","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.55","1761473806902","0.04432","1761473813654","1"
"BINANCE:BTCUSDT","112346.64","1761473806909","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112333.56","1761473806907","5e-5","1761473813654","1"
"BINANCE:BTCUSDT","112348.0","1761473806911","0.0012","1761473813794","1"
"BINANCE:BTCUSDT","112348.15","1761473806912","0.02281","1761473813794","1"
"BINANCE:BTCUSDT","112348.0","1761473806911","5e-5","1761473813794","1"
"BINANCE:BTCUSDT","112348.13","1761473806911","5e-5","1761473813794","1"
"BINANCE:BTCUSDT","112348.15","1761473806934","5e-5","1761473813794","1"
"BINANCE:BTCUSDT","112348.0","1761473806911","5e-5","1761473813794","1"
"BINANCE:BTCUSDT","112347.0","1761473806911","5e-5","1761473813794","1"
"BINANCE:BTCUSDT","112348.15","1761473807564","8e-5","1761473813794","1"
"BINANCE:BTCUSDT","112348.15","1761473806934","0.00039","1761473813794","1"
"BINANCE:BTCUSDT","112347.72","1761473806911","5e-5","1761473813794","1"
"BINANCE:BTCUSDT","112348.15","1761473806911","0.00539","1761473813794","1"
"BINANCE:BTCUSDT","112348.14","1761473807173","0.00038","1761473813794","1"
"BINANCE:BTCUSDT","112348.14","1761473807027","0.00011","1761473813794","1"
"BINANCE:BTCUSDT","112348.13","1761473806911","5e-5","1761473813794","1"
"BINANCE:BTCUSDT","112348.14","1761473806911","5e-5","1761473813794","1"
"BINANCE:BTCUSDT","112348.14","1761473806911","5e-5","1761473813794","1"
"BINANCE:BTCUSDT","112348.14","1761473806911","5e-5","1761473813794","1"
"BINANCE:BTCUSDT","112348.15","1761473806911","0.03937","1761473813794","1"
"BINANCE:BTCUSDT","112348.14","1761473806911","5e-5","1761473813794","1"
"BINANCE:BTCUSDT","112348.0","1761473806911","5e-5","1761473813794","1"
"BINANCE:BTCUSDT","112348.13","1761473806911","5e-5","1761473813794","1"
"BINANCE:BTCUSDT","112348.14","1761473808519","0.0011","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808570","0.02208","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808522","0.00675","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808521","0.00212","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808599","0.00179","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808589","0.00183","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808559","0.00172","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808520","0.02184","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808522","0.00265","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808518","0.00078","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808699","0.00014","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808551","0.00512","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808518","0.00078","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808519","0.00087","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808524","0.00593","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808518","0.00088","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808520","0.00212","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808519","0.00087","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808573","0.04359","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808525","0.0035","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808518","0.01853","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808522","0.00177","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808553","0.0016","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808518","0.00078","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808519","0.00087","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808555","0.00087","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808520","0.00455","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808523","0.01063","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808521","0.00289","1761473814594","1"
"BINANCE:BTCUSDT","112348.15","1761473808236","0.00022","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808521","0.03478","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808518","0.00087","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808518","0.00078","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808518","0.00087","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808526","0.0073","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808518","0.00078","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808517","0.01304","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808521","0.01109","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808518","0.00078","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808520","0.00316","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808521","0.06368","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808518","0.00087","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808521","0.06368","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808525","0.00089","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808523","0.06343","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808523","0.00322","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808533","0.01856","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808535","0.00174","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808518","0.00078","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808557","0.01856","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808696","0.00083","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808521","0.06368","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808518","0.00087","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808525","0.00356","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808087","0.00267","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808517","0.00087","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808520","0.00087","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808627","0.00079","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808522","0.03036","1761473814594","1"
"BINANCE:BTCUSDT","112348.15","1761473808304","0.02976","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808624","0.00353","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808518","0.00078","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808676","0.0008","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808527","0.00183","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808537","0.00212","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808518","0.00078","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808524","0.06343","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808519","0.00087","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808518","0.00078","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808517","0.01258","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808525","0.00209","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808518","0.00087","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808521","0.02889","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808517","0.00087","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808518","0.00078","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808518","0.00078","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808518","0.00078","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473808675","0.00079","1761473814594","1"
"BINANCE:BTCUSDT","112348.14","1761473809519","0.00142","1761473815554","1"
"BINANCE:BTCUSDT","112348.14","1761473809055","0.00193","1761473815554","1"
"BINANCE:BTCUSDT","112348.14","1761473809389","0.00017","1761473815554","1"
"BINANCE:BTCUSDT","112348.14","1761473809568","0.00013","1761473815554","1"
"BINANCE:BTCUSDT","112348.14","1761473810022","7e-5","1761473816556","1"
"BINANCE:BTCUSDT","112348.15","1761473810842","0.00072","1761473816556","1"
"BINANCE:BTCUSDT","112348.14","1761473809888","0.00443","1761473816556","1"
"BINANCE:BTCUSDT","112348.14","1761473810579","6e-5","1761473816556","1"
"BINANCE:BTCUSDT","112348.14","1761473810189","0.01263","1761473816556","1"
"BINANCE:BTCUSDT","112348.14","1761473810823","0.00037","1761473816556","1"
"BINANCE:BTCUSDT","112348.14","1761473810009","0.00016","1761473816556","1"
"BINANCE:BTCUSDT","112348.14","1761473809888","0.02632","1761473816556","1"
"BINANCE:BTCUSDT","112348.15","1761473810725","0.00079","1761473816556","1"
"BINANCE:BTCUSDT","112348.14","1761473810034","5e-5","1761473816556","1"
"BINANCE:BTCUSDT","112348.14","1761473810690","0.00034","1761473816556","1"
"BINANCE:BTCUSDT","112348.14","1761473810309","0.0014","1761473816556","1"
"BINANCE:BTCUSDT","112348.14","1761473809888","5e-5","1761473816556","1"
"BINANCE:BTCUSDT","112348.15","1761473810842","0.01932","1761473816556","1"
"BINANCE:BTCUSDT","112348.14","1761473810011","0.00015","1761473816556","1"
"BINANCE:BTCUSDT","112348.14","1761473810014","8e-5","1761473816556","1"
"BINANCE:BTCUSDT","112348.14","1761473811648","0.00092","1761473817556","1"
"BINANCE:BTCUSDT","112348.14","1761473811652","0.00047","1761473817556","1"
"BINANCE:BTCUSDT","112348.14","1761473811649","0.00046","1761473817556","1"
"BINANCE:BTCUSDT","112348.14","1761473811647","0.00122","1761473817556","1"
"BINANCE:BTCUSDT","112348.15","1761473812579","0.01252","1761473818636","1"
"BINANCE:BTCUSDT","112348.14","1761473811925","6e-5","1761473818636","1"
"BINANCE:BTCUSDT","112348.14","1761473813475","5e-5","1761473819594","1"
"BINANCE:BTCUSDT","112348.14","1761473813475","0.00016","1761473819594","1"
"BINANCE:BTCUSDT","112348.15","1761473813576","0.00891","1761473819594","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","0.00069","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","0.0434","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","0.0001","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","0.00322","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.15","1761473814216","0.00114","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","0.00044","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","0.0039","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.15","1761473813935","9e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","0.00093","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","0.00178","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","0.00176","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","0.0007","1761473820576","1"
"BINANCE:BTCUSDT","112348.14","1761473814416","5e-5","1761473820576","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.08","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112347.46","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.08","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.08","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.08","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.08","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.08","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.08","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","0.0036","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.13","1761473814416","5e-5","1761473820634","1"
"BINANCE:BTCUSDT","112348.08","1761473814416","0.00516","1761473820634","1"
"BINANCE:BTCUSDT","112347.46","1761473815177","0.00267","1761473821554","1"
"BINANCE:BTCUSDT","112347.45","1761473815342","0.0074","1761473821554","1"
"BINANCE:BTCUSDT","112347.46","1761473817212","0.00021","1761473823554","1"
"BINANCE:BTCUSDT","112347.46","1761473817302","6e-5","1761473823554","1"
"BINANCE:BTCUSDT","112347.45","1761473817471","9e-5","1761473823554","1"
"BINANCE:BTCUSDT","112347.46","1761473816952","8e-5","1761473823554","1"
"BINANCE:BTCUSDT","112347.45","1761473818200","0.02224","1761473824554","1"
"BINANCE:BTCUSDT","112347.46","1761473818395","0.01335","1761473824554","1"
"BINANCE:BTCUSDT","112347.46","1761473819236","0.00543","1761473825556","1"
"BINANCE:BTCUSDT","112347.45","1761473819693","0.0004","1761473825556","1"
"BINANCE:BTCUSDT","112347.46","1761473819470","0.00054","1761473825556","1"
"BINANCE:BTCUSDT","112347.45","1761473818960","0.00133","1761473825556","1"
"BINANCE:BTCUSDT","112347.46","1761473821279","0.00029","1761473827714","1"
"BINANCE:BTCUSDT","112347.46","1761473822898","0.00133","1761473828554","1"
"BINANCE:BTCUSDT","112347.46","1761473822311","0.00044","1761473828554","1"
"BINANCE:BTCUSDT","112347.46","1761473822641","0.00043","1761473828554","1"
"BINANCE:BTCUSDT","112347.46","1761473822383","0.0014","1761473828554","1"
"BINANCE:BTCUSDT","112347.46","1761473823935","0.00045","1761473829554","1"
"BINANCE:BTCUSDT","112347.46","1761473823593","0.00568","1761473829554","1"
"BINANCE:BTCUSDT","112347.46","1761473824658","0.00138","1761473830554","1"
"BINANCE:BTCUSDT","112347.46","1761473824230","0.00084","1761473830554","1"
"BINANCE:BTCUSDT","112347.46","1761473825286","0.00047","1761473831554","1"
"BINANCE:BTCUSDT","112347.45","1761473826436","0.00096","1761473832554","1"
"BINANCE:BTCUSDT","112347.46","1761473827959","0.00099","1761473833974","1"
"BINANCE:BTCUSDT","112347.46","1761473827250","0.00045","1761473833974","1"
"BINANCE:BTCUSDT","112347.45","1761473828971","0.01742","1761473834774","1"
"BINANCE:BTCUSDT","112347.46","1761473828159","0.00089","1761473834774","1"
"BINANCE:BTCUSDT","112347.45","1761473828971","5e-5","1761473834774","1"
"BINANCE:BTCUSDT","112347.45","1761473828971","0.0007","1761473834774","1"
"BINANCE:BTCUSDT","112347.45","1761473828971","5e-5","1761473834774","1"
"BINANCE:BTCUSDT","112347.45","1761473828971","5e-5","1761473834774","1"
"BINANCE:BTCUSDT","112347.45","1761473828971","5e-5","1761473834774","1"
