"s","p","t","v","time","diff"
"BINANCE:BTCUSDT","112354.33","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112367.61","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112369.41","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112360.11","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112360.2","1761473526192","0.00849","1761473532794","1"
"BINANCE:BTCUSDT","112366.54","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112361.63","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112359.97","1761473526192","0.0001","1761473532794","1"
"BINANCE:BTCUSDT","112347.09","1761473526434","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112347.09","1761473526446","0.00267","1761473532794","1"
"BINANCE:BTCUSDT","112354.0","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112364.0","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112360.0","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112362.39","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112349.68","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112350.4","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112356.34","1761473526194","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112368.75","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112349.98","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112362.66","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112355.45","1761473526194","0.08899","1761473532794","1"
"BINANCE:BTCUSDT","112369.5","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112349.67","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112369.5","1761473526191","0.00087","1761473532794","1"
"BINANCE:BTCUSDT","112354.34","1761473526227","2e-5","1761473532794","1"
"BINANCE:BTCUSDT","112368.75","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112354.34","1761473526222","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112350.81","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112360.04","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112368.75","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112362.66","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112360.04","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112360.11","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112369.49","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112369.5","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112347.09","1761473526434","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112353.43","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112368.75","1761473526191","0.00172","1761473532794","1"
"BINANCE:BTCUSDT","112347.09","1761473526434","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112356.76","1761473526194","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112347.09","1761473526434","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112347.09","1761473526434","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112354.34","1761473526222","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112350.39","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112347.09","1761473526434","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112348.5","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112364.33","1761473526192","0.0001","1761473532794","1"
"BINANCE:BTCUSDT","112367.4","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112351.59","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112363.7","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112363.7","1761473526192","0.01559","1761473532794","1"
"BINANCE:BTCUSDT","112361.34","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112369.5","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112356.36","1761473526194","0.0001","1761473532794","1"
"BINANCE:BTCUSDT","112360.21","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112360.0","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112361.34","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112369.5","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112360.21","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112354.33","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112349.68","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112350.56","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112364.0","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112354.34","1761473526222","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112349.68","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112366.54","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112369.49","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112369.49","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112354.34","1761473526222","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112362.66","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112354.33","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112348.95","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112350.0","1761473526233","0.0012","1761473532794","1"
"BINANCE:BTCUSDT","112371.94","1761473526182","0.0042","1761473532794","1"
"BINANCE:BTCUSDT","112364.23","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112349.67","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112371.94","1761473526182","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112369.5","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112365.7","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112360.03","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112349.68","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112369.5","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112369.49","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112354.34","1761473526222","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112369.5","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112361.34","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112356.34","1761473526194","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112354.33","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112351.53","1761473526233","0.01654","1761473532794","1"
"BINANCE:BTCUSDT","112358.79","1761473526193","0.00058","1761473532794","1"
"BINANCE:BTCUSDT","112360.0","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112357.7","1761473526193","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112367.99","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112371.94","1761473526182","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112363.7","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112357.54","1761473526193","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112351.53","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112357.26","1761473526194","0.00089","1761473532794","1"
"BINANCE:BTCUSDT","112349.68","1761473526236","0.00026","1761473532794","1"
"BINANCE:BTCUSDT","112349.67","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112369.49","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112351.56","1761473526233","0.00061","1761473532794","1"
"BINANCE:BTCUSDT","112369.05","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112364.24","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112371.94","1761473526182","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112352.76","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112349.67","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112363.71","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112354.34","1761473526222","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112349.68","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112349.67","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112353.43","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112364.24","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112354.34","1761473526233","3e-5","1761473532794","1"
"BINANCE:BTCUSDT","112362.39","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112369.5","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112354.33","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112351.6","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112351.6","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112355.88","1761473526194","0.00011","1761473532794","1"
"BINANCE:BTCUSDT","112349.68","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112354.34","1761473526222","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112349.04","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112369.41","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112360.0","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112367.99","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112369.49","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112349.68","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112359.01","1761473526193","0.08538","1761473532794","1"
"BINANCE:BTCUSDT","112350.8","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112369.5","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112354.0","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112369.5","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112352.76","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112351.53","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112360.11","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112347.09","1761473526434","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112349.67","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112369.49","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112366.54","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112360.37","1761473526192","0.00073","1761473532794","1"
"BINANCE:BTCUSDT","112369.49","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112354.34","1761473526227","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112347.09","1761473526434","0.00207","1761473532794","1"
"BINANCE:BTCUSDT","112349.68","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112349.68","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112349.68","1761473526284","9e-5","1761473532794","1"
"BINANCE:BTCUSDT","112359.34","1761473526193","0.00035","1761473532794","1"
"BINANCE:BTCUSDT","112354.0","1761473526233","0.0012","1761473532794","1"
"BINANCE:BTCUSDT","112349.67","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112366.54","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112367.61","1761473526191","0.00179","1761473532794","1"
"BINANCE:BTCUSDT","112354.34","1761473526222","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112352.0","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112356.76","1761473526194","0.003","1761473532794","1"
"BINANCE:BTCUSDT","112362.66","1761473526192","0.00151","1761473532794","1"
"BINANCE:BTCUSDT","112349.04","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112349.04","1761473526284","0.00035","1761473532794","1"
"BINANCE:BTCUSDT","112369.49","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112360.0","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112369.5","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112350.56","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112350.0","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112359.01","1761473526193","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112371.94","1761473526182","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112354.34","1761473526222","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112354.34","1761473526222","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112367.4","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112349.68","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112350.8","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112349.67","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112366.55","1761473526192","6e-5","1761473532794","1"
"BINANCE:BTCUSDT","112355.88","1761473526194","0.00097","1761473532794","1"
"BINANCE:BTCUSDT","112349.68","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112369.5","1761473526191","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112354.34","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112349.68","1761473526284","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112351.59","1761473526233","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112364.25","1761473526192","0.00038","1761473532794","1"
"BINANCE:BTCUSDT","112366.54","1761473526192","5e-5","1761473532794","1"
"BINANCE:BTCUSDT","112357.54","1761473526193","0.00151","1761473532794","1"
"BINANCE:BTCUSDT","112347.6","1761473526284","5e-5","1761473532876","1"
"BINANCE:BTCUSDT","112347.09","1761473526284","0.00065","1761473532876","1"
"BINANCE:BTCUSDT","112347.59","1761473526284","5e-5","1761473532876","1"
"BINANCE:BTCUSDT","112348.5","1761473526284","5e-5","1761473532876","1"
"BINANCE:BTCUSDT","112348.0","1761473526284","5e-5","1761473532876","1"
"BINANCE:BTCUSDT","112347.6","1761473526284","5e-5","1761473532876","1"
"BINANCE:BTCUSDT","112348.0","1761473526284","0.0012","1761473532876","1"
"BINANCE:BTCUSDT","112348.0","1761473526284","5e-5","1761473532876","1"
"BINANCE:BTCUSDT","112347.89","1761473526284","5e-5","1761473532876","1"
"BINANCE:BTCUSDT","112347.59","1761473526284","5e-5","1761473532876","1"
"BINANCE:BTCUSDT","112347.59","1761473526284","5e-5","1761473532876","1"
"BINANCE:BTCUSDT","112348.0","1761473526284","5e-5","1761473532876","1"
"BINANCE:BTCUSDT","112347.59","1761473526284","0.00539","1761473532876","1"
"BINANCE:BTCUSDT","112348.0","1761473526284","5e-5","1761473532876","1"
"BINANCE:BTCUSDT","112347.89","1761473526284","5e-5","1761473532876","1"
"BINANCE:BTCUSDT","112348.0","1761473526284","5e-5","1761473532876","1"
"BINANCE:BTCUSDT","112348.0","1761473526284","5e-5","1761473532876","1"
"BINANCE:BTCUSDT","112347.59","1761473526284","5e-5","1761473532876","1"
"BINANCE:BTCUSDT","112348.0","1761473526284","5e-5","1761473532876","1"
"BINANCE:BTCUSDT","112347.89","1761473526284","5e-5","1761473532876","1"
"BINANCE:BTCUSDT","112347.6","1761473526284","5e-5","1761473532876","1"
"BINANCE:BTCUSDT","112347.1","1761473527359","0.00054","1761473533314","1"
"BINANCE:BTCUSDT","112347.08","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.08","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528052","0.00266","1761473534314","1"
"BINANCE:BTCUSDT","112347.08","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.08","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.08","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","0.00057","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473527841","0.00023","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.08","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.08","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","0.00763","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.08","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.08","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.08","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.08","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.08","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473527951","0.00174","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","0.00072","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","0.00105","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","0.02136","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473527951","0.00174","1761473534314","1"
"BINANCE:BTCUSDT","112347.08","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.08","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.08","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473527948","0.00262","1761473534314","1"
"BINANCE:BTCUSDT","112347.08","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.08","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112347.09","1761473528293","5e-5","1761473534314","1"
"BINANCE:BTCUSDT","112344.07","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112346.0","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112344.83","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112343.71","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112344.08","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112343.27","1761473528293","0.00022","1761473534374","1"
"BINANCE:BTCUSDT","112342.01","1761473528550","7e-5","1761473534374","1"
"BINANCE:BTCUSDT","112343.69","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112342.25","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112342.01","1761473528736","0.00096","1761473534374","1"
"BINANCE:BTCUSDT","112344.75","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112344.08","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112346.0","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112346.0","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112344.97","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112346.98","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112343.71","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112344.07","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112347.08","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112343.69","1761473528293","0.00218","1761473534374","1"
"BINANCE:BTCUSDT","112344.83","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112344.51","1761473528293","0.00034","1761473534374","1"
"BINANCE:BTCUSDT","112346.0","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112344.29","1761473528293","0.00196","1761473534374","1"
"BINANCE:BTCUSDT","112347.08","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112347.0","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112346.0","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112344.07","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112343.29","1761473528293","0.00151","1761473534374","1"
"BINANCE:BTCUSDT","112346.98","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112347.08","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112344.07","1761473528293","0.04449","1761473534374","1"
"BINANCE:BTCUSDT","112343.71","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112346.0","1761473528293","0.0012","1761473534374","1"
"BINANCE:BTCUSDT","112344.97","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112342.5","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112346.98","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112344.83","1761473528293","0.00039","1761473534374","1"
"BINANCE:BTCUSDT","112344.07","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112342.5","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112343.69","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112343.69","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112342.0","1761473528293","8e-5","1761473534374","1"
"BINANCE:BTCUSDT","112344.0","1761473528293","0.0012","1761473534374","1"
"BINANCE:BTCUSDT","112342.5","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112345.88","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112347.08","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112344.51","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112345.6","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112346.0","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112344.97","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112342.5","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112346.0","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112344.08","1761473528293","5e-5","1761473534374","1"
"BINANCE:BTCUSDT","112342.01","1761473529497","0.02411","1761473535316","1"
"BINANCE:BTCUSDT","112342.01","1761473530198","0.00053","1761473536314","1"
"BINANCE:BTCUSDT","112342.0","1761473533237","9e-5","1761473539394","1"
"BINANCE:BTCUSDT","112342.0","1761473532905","0.00112","1761473539394","1"
"BINANCE:BTCUSDT","112342.0","1761473532905","0.00305","1761473539394","1"
"BINANCE:BTCUSDT","112342.0","1761473533747","0.00232","1761473539394","1"
"BINANCE:BTCUSDT","112342.0","1761473532975","0.00021","1761473539394","1"
"BINANCE:BTCUSDT","112342.01","1761473533561","0.00138","1761473539394","1"
"BINANCE:BTCUSDT","112342.0","1761473532905","5e-5","1761473539394","1"
"BINANCE:BTCUSDT","112342.01","1761473534341","0.00043","1761473540314","1"
"BINANCE:BTCUSDT","112342.0","1761473535573","0.00562","1761473541314","1"
"BINANCE:BTCUSDT","112342.01","1761473534804","0.06488","1761473541314","1"
"BINANCE:BTCUSDT","112342.0","1761473535305","0.00318","1761473541314","1"
"BINANCE:BTCUSDT","112342.0","1761473536236","0.0045","1761473542314","1"
"BINANCE:BTCUSDT","112342.01","1761473536660","6e-5","1761473542314","1"
"BINANCE:BTCUSDT","112342.0","1761473536034","8e-5","1761473542314","1"
"BINANCE:BTCUSDT","112342.0","1761473537021","8e-5","1761473543314","1"
"BINANCE:BTCUSDT","112342.0","1761473537706","0.00053","1761473543314","1"
"BINANCE:BTCUSDT","112342.01","1761473537576","0.00017","1761473543314","1"
"BINANCE:BTCUSDT","112342.01","1761473537084","0.00053","1761473543314","1"
"BINANCE:BTCUSDT","112342.01","1761473538695","0.00048","1761473544334","1"
"BINANCE:BTCUSDT","112342.01","1761473538691","5e-5","1761473544334","1"
"BINANCE:BTCUSDT","112342.01","1761473538691","5e-5","1761473544334","1"
"BINANCE:BTCUSDT","112342.01","1761473538695","5e-5","1761473544334","1"
"BINANCE:BTCUSDT","112342.01","1761473538691","5e-5","1761473544334","1"
"BINANCE:BTCUSDT","112342.01","1761473538695","5e-5","1761473544334","1"
"BINANCE:BTCUSDT","112342.01","1761473538691","0.00176","1761473544334","1"
"BINANCE:BTCUSDT","112342.01","1761473538691","5e-5","1761473544334","1"
"BINANCE:BTCUSDT","112342.01","1761473538691","5e-5","1761473544334","1"
"BINANCE:BTCUSDT","112342.01","1761473538691","5e-5","1761473544334","1"
"BINANCE:BTCUSDT","112342.01","1761473538691","5e-5","1761473544334","1"
"BINANCE:BTCUSDT","112342.01","1761473538691","0.17901","1761473544334","1"
"BINANCE:BTCUSDT","112342.01","1761473538691","5e-5","1761473544334","1"
"BINANCE:BTCUSDT","112342.01","1761473538695","5e-5","1761473544334","1"
"BINANCE:BTCUSDT","112342.01","1761473538691","0.00069","1761473544334","1"
"BINANCE:BTCUSDT","112342.01","1761473538691","5e-5","1761473544334","1"
"BINANCE:BTCUSDT","112342.01","1761473538691","0.00044","1761473544334","1"
"BINANCE:BTCUSDT","112342.01","1761473538691","5e-5","1761473544334","1"
"BINANCE:BTCUSDT","112342.01","1761473538691","0.0007","1761473544334","1"
"BINANCE:BTCUSDT","112342.01","1761473538691","0.11183","1761473544334","1"
"BINANCE:BTCUSDT","112342.01","1761473538691","5e-5","1761473544334","1"
"BINANCE:BTCUSDT","112342.01","1761473538691","5e-5","1761473544334","1"
