"symbol","windowStart","windowEnd","out","time","diff"
"TSLA","2021-09-01T14:02:00.000000000+0000","2021-09-01T16:02:00.000000000+0000","None","1764669563802","1"
"TSLA","2021-09-01T02:57:00.000000000+0000","2021-09-01T04:57:00.000000000+0000","None","1764669563802","1"
"TSLA","2021-09-01T12:41:00.000000000+0000","2021-09-01T14:41:00.000000000+0000","None","1764669563802","1"
"TSLA","2021-09-01T13:32:00.000000000+0000","2021-09-01T15:32:00.000000000+0000","None","1764669563802","1"
"TSLA","2021-09-01T14:26:00.000000000+0000","2021-09-01T16:26:00.000000000+0000","None","1764669563802","1"
"TSLA","2021-09-01T12:22:00.000000000+0000","2021-09-01T14:22:00.000000000+0000","None","1764669563802","1"
"TSLA","2021-09-01T12:28:00.000000000+0000","2021-09-01T14:28:00.000000000+0000","None","1764669563802","1"
"TSLA","2021-09-01T03:34:00.000000000+0000","2021-09-01T05:34:00.000000000+0000","None","1764669563802","1"
"TSLA","2021-09-01T02:59:00.000000000+0000","2021-09-01T04:59:00.000000000+0000","None","1764669563802","1"
"TSLA","2021-09-01T13:50:00.000000000+0000","2021-09-01T15:50:00.000000000+0000","None","1764669563802","1"
"TSLA","2021-09-01T03:47:00.000000000+0000","2021-09-01T05:47:00.000000000+0000","None","1764669563802","1"
"TSLA","2021-09-01T03:52:00.000000000+0000","2021-09-01T05:52:00.000000000+0000","None","1764669563802","1"
"TSLA","2021-09-01T03:18:00.000000000+0000","2021-09-01T05:18:00.000000000+0000","None","1764669563802","1"
"TSLA","2021-09-01T13:54:00.000000000+0000","2021-09-01T15:54:00.000000000+0000","None","1764669563802","1"
"TSLA","2021-09-01T13:39:00.000000000+0000","2021-09-01T15:39:00.000000000+0000","None","1764669563802","1"
"TSLA","2021-09-01T12:59:00.000000000+0000","2021-09-01T14:59:00.000000000+0000","None","1764669563802","1"
"TSLA","2021-09-01T03:15:00.000000000+0000","2021-09-01T05:15:00.000000000+0000","None","1764669563802","1"
"TSLA","2021-09-01T02:36:00.000000000+0000","2021-09-01T04:36:00.000000000+0000","None","1764669563802","1"
"TSLA","2021-09-01T03:31:00.000000000+0000","2021-09-01T05:31:00.000000000+0000","None","1764669563802","1"
"TSLA","2021-09-01T02:53:00.000000000+0000","2021-09-01T04:53:00.000000000+0000","None","1764669563802","1"
"TSLA","2021-09-01T04:03:00.000000000+0000","2021-09-01T06:03:00.000000000+0000","None","1764669565302","1"
"TSLA","2021-09-01T04:06:00.000000000+0000","2021-09-01T06:06:00.000000000+0000","None","1764669565302","1"
"TSLA","2021-09-01T04:07:00.000000000+0000","2021-09-01T06:07:00.000000000+0000","None","1764669565302","1"
"TSLA","2021-09-01T04:05:00.000000000+0000","2021-09-01T06:05:00.000000000+0000","None","1764669565302","1"
"TSLA","2021-09-01T04:04:00.000000000+0000","2021-09-01T06:04:00.000000000+0000","None","1764669565302","1"
"TSLA","2021-09-01T04:08:00.000000000+0000","2021-09-01T06:08:00.000000000+0000","None","1764669566802","1"
"TSLA","2021-09-01T04:13:00.000000000+0000","2021-09-01T06:13:00.000000000+0000","None","1764669568302","1"
"TSLA","2021-09-01T04:14:00.000000000+0000","2021-09-01T06:14:00.000000000+0000","None","1764669568302","1"
"TSLA","2021-09-01T04:09:00.000000000+0000","2021-09-01T06:09:00.000000000+0000","None","1764669568302","1"
"TSLA","2021-09-01T04:12:00.000000000+0000","2021-09-01T06:12:00.000000000+0000","None","1764669568302","1"
"TSLA","2021-09-01T04:10:00.000000000+0000","2021-09-01T06:10:00.000000000+0000","None","1764669568302","1"
"TSLA","2021-09-01T04:11:00.000000000+0000","2021-09-01T06:11:00.000000000+0000","None","1764669568302","1"
"TSLA","2021-09-01T04:15:00.000000000+0000","2021-09-01T06:15:00.000000000+0000","None","1764669569802","1"
"TSLA","2021-09-01T04:16:00.000000000+0000","2021-09-01T06:16:00.000000000+0000","None","1764669569802","1"
"TSLA","2021-09-01T04:18:00.000000000+0000","2021-09-01T06:18:00.000000000+0000","None","1764669571302","1"
"TSLA","2021-09-01T04:17:00.000000000+0000","2021-09-01T06:17:00.000000000+0000","None","1764669571302","1"
"TSLA","2021-09-01T04:19:00.000000000+0000","2021-09-01T06:19:00.000000000+0000","None","1764669571302","1"
"TSLA","2021-09-01T04:20:00.000000000+0000","2021-09-01T06:20:00.000000000+0000","None","1764669572802","1"
"TSLA","2021-09-01T04:26:00.000000000+0000","2021-09-01T06:26:00.000000000+0000","None","1764669574302","1"
"TSLA","2021-09-01T04:28:00.000000000+0000","2021-09-01T06:28:00.000000000+0000","None","1764669574302","1"
"TSLA","2021-09-01T04:25:00.000000000+0000","2021-09-01T06:25:00.000000000+0000","None","1764669574302","1"
"TSLA","2021-09-01T04:24:00.000000000+0000","2021-09-01T06:24:00.000000000+0000","None","1764669574302","1"
"TSLA","2021-09-01T04:23:00.000000000+0000","2021-09-01T06:23:00.000000000+0000","None","1764669574302","1"
"TSLA","2021-09-01T04:21:00.000000000+0000","2021-09-01T06:21:00.000000000+0000","None","1764669574302","1"
"TSLA","2021-09-01T04:22:00.000000000+0000","2021-09-01T06:22:00.000000000+0000","None","1764669574302","1"
"TSLA","2021-09-01T04:27:00.000000000+0000","2021-09-01T06:27:00.000000000+0000","None","1764669574302","1"
"TSLA","2021-09-01T04:29:00.000000000+0000","2021-09-01T06:29:00.000000000+0000","None","1764669575802","1"
"TSLA","2021-09-01T04:31:00.000000000+0000","2021-09-01T06:31:00.000000000+0000","None","1764669577302","1"
"TSLA","2021-09-01T04:44:00.000000000+0000","2021-09-01T06:44:00.000000000+0000","None","1764669577302","1"
"TSLA","2021-09-01T04:41:00.000000000+0000","2021-09-01T06:41:00.000000000+0000","None","1764669577302","1"
"TSLA","2021-09-01T04:35:00.000000000+0000","2021-09-01T06:35:00.000000000+0000","None","1764669577302","1"
"TSLA","2021-09-01T04:37:00.000000000+0000","2021-09-01T06:37:00.000000000+0000","None","1764669577302","1"
"TSLA","2021-09-01T04:36:00.000000000+0000","2021-09-01T06:36:00.000000000+0000","None","1764669577302","1"
"TSLA","2021-09-01T04:32:00.000000000+0000","2021-09-01T06:32:00.000000000+0000","None","1764669577302","1"
"TSLA","2021-09-01T04:43:00.000000000+0000","2021-09-01T06:43:00.000000000+0000","None","1764669577302","1"
"TSLA","2021-09-01T04:40:00.000000000+0000","2021-09-01T06:40:00.000000000+0000","None","1764669577302","1"
"TSLA","2021-09-01T04:38:00.000000000+0000","2021-09-01T06:38:00.000000000+0000","None","1764669577302","1"
"TSLA","2021-09-01T04:42:00.000000000+0000","2021-09-01T06:42:00.000000000+0000","None","1764669577302","1"
"TSLA","2021-09-01T04:34:00.000000000+0000","2021-09-01T06:34:00.000000000+0000","None","1764669577302","1"
"TSLA","2021-09-01T04:45:00.000000000+0000","2021-09-01T06:45:00.000000000+0000","None","1764669577302","1"
"TSLA","2021-09-01T04:33:00.000000000+0000","2021-09-01T06:33:00.000000000+0000","None","1764669577302","1"
"TSLA","2021-09-01T04:30:00.000000000+0000","2021-09-01T06:30:00.000000000+0000","None","1764669577302","1"
"TSLA","2021-09-01T04:39:00.000000000+0000","2021-09-01T06:39:00.000000000+0000","None","1764669577302","1"
"TSLA","2021-09-01T04:46:00.000000000+0000","2021-09-01T06:46:00.000000000+0000","None","1764669578802","1"
"TSLA","2021-09-01T04:50:00.000000000+0000","2021-09-01T06:50:00.000000000+0000","None","1764669580302","1"
"TSLA","2021-09-01T05:00:00.000000000+0000","2021-09-01T07:00:00.000000000+0000","None","1764669580302","1"
"TSLA","2021-09-01T04:57:00.000000000+0000","2021-09-01T06:57:00.000000000+0000","None","1764669580302","1"
"TSLA","2021-09-01T04:48:00.000000000+0000","2021-09-01T06:48:00.000000000+0000","None","1764669580302","1"
"TSLA","2021-09-01T04:51:00.000000000+0000","2021-09-01T06:51:00.000000000+0000","None","1764669580302","1"
"TSLA","2021-09-01T05:06:00.000000000+0000","2021-09-01T07:06:00.000000000+0000","None","1764669580302","1"
"TSLA","2021-09-01T04:58:00.000000000+0000","2021-09-01T06:58:00.000000000+0000","None","1764669580302","1"
"TSLA","2021-09-01T04:47:00.000000000+0000","2021-09-01T06:47:00.000000000+0000","None","1764669580302","1"
"TSLA","2021-09-01T05:04:00.000000000+0000","2021-09-01T07:04:00.000000000+0000","None","1764669580302","1"
"TSLA","2021-09-01T04:54:00.000000000+0000","2021-09-01T06:54:00.000000000+0000","None","1764669580302","1"
"TSLA","2021-09-01T05:07:00.000000000+0000","2021-09-01T07:07:00.000000000+0000","None","1764669580302","1"
"TSLA","2021-09-01T04:53:00.000000000+0000","2021-09-01T06:53:00.000000000+0000","None","1764669580302","1"
"TSLA","2021-09-01T05:05:00.000000000+0000","2021-09-01T07:05:00.000000000+0000","None","1764669580302","1"
"TSLA","2021-09-01T04:56:00.000000000+0000","2021-09-01T06:56:00.000000000+0000","None","1764669580302","1"
"TSLA","2021-09-01T05:02:00.000000000+0000","2021-09-01T07:02:00.000000000+0000","None","1764669580302","1"
"TSLA","2021-09-01T04:49:00.000000000+0000","2021-09-01T06:49:00.000000000+0000","None","1764669580302","1"
"TSLA","2021-09-01T05:03:00.000000000+0000","2021-09-01T07:03:00.000000000+0000","None","1764669580302","1"
"TSLA","2021-09-01T04:55:00.000000000+0000","2021-09-01T06:55:00.000000000+0000","None","1764669580302","1"
"TSLA","2021-09-01T04:59:00.000000000+0000","2021-09-01T06:59:00.000000000+0000","None","1764669580302","1"
"TSLA","2021-09-01T05:01:00.000000000+0000","2021-09-01T07:01:00.000000000+0000","None","1764669580302","1"
"TSLA","2021-09-01T04:52:00.000000000+0000","2021-09-01T06:52:00.000000000+0000","None","1764669580302","1"
"TSLA","2021-09-01T05:09:00.000000000+0000","2021-09-01T07:09:00.000000000+0000","None","1764669581802","1"
"TSLA","2021-09-01T05:08:00.000000000+0000","2021-09-01T07:08:00.000000000+0000","None","1764669581802","1"
"TSLA","2021-09-01T05:11:00.000000000+0000","2021-09-01T07:11:00.000000000+0000","None","1764669581802","1"
"TSLA","2021-09-01T05:10:00.000000000+0000","2021-09-01T07:10:00.000000000+0000","None","1764669581802","1"
"TSLA","2021-09-01T05:12:00.000000000+0000","2021-09-01T07:12:00.000000000+0000","None","1764669583302","1"
"TSLA","2021-09-01T05:16:00.000000000+0000","2021-09-01T07:16:00.000000000+0000","None","1764669583302","1"
"TSLA","2021-09-01T05:14:00.000000000+0000","2021-09-01T07:14:00.000000000+0000","None","1764669583302","1"
"TSLA","2021-09-01T05:13:00.000000000+0000","2021-09-01T07:13:00.000000000+0000","None","1764669583302","1"
"TSLA","2021-09-01T05:15:00.000000000+0000","2021-09-01T07:15:00.000000000+0000","None","1764669583302","1"
"TSLA","2021-09-01T05:17:00.000000000+0000","2021-09-01T07:17:00.000000000+0000","None","1764669584802","1"
"TSLA","2021-09-01T05:18:00.000000000+0000","2021-09-01T07:18:00.000000000+0000","None","1764669586302","1"
"TSLA","2021-09-01T05:19:00.000000000+0000","2021-09-01T07:19:00.000000000+0000","None","1764669586302","1"
"TSLA","2021-09-01T05:20:00.000000000+0000","2021-09-01T07:20:00.000000000+0000","None","1764669587802","1"
"TSLA","2021-09-01T05:22:00.000000000+0000","2021-09-01T07:22:00.000000000+0000","None","1764669589302","1"
"TSLA","2021-09-01T05:21:00.000000000+0000","2021-09-01T07:21:00.000000000+0000","None","1764669589302","1"
"TSLA","2021-09-01T05:23:00.000000000+0000","2021-09-01T07:23:00.000000000+0000","None","1764669590802","1"
"TSLA","2021-09-01T05:24:00.000000000+0000","2021-09-01T07:24:00.000000000+0000","None","1764669592302","1"
"TSLA","2021-09-01T05:26:00.000000000+0000","2021-09-01T07:26:00.000000000+0000","None","1764669592302","1"
"TSLA","2021-09-01T05:25:00.000000000+0000","2021-09-01T07:25:00.000000000+0000","None","1764669592302","1"
"TSLA","2021-09-01T05:27:00.000000000+0000","2021-09-01T07:27:00.000000000+0000","None","1764669592302","1"
"TSLA","2021-09-01T05:28:00.000000000+0000","2021-09-01T07:28:00.000000000+0000","None","1764669593802","1"
"TSLA","2021-09-01T05:29:00.000000000+0000","2021-09-01T07:29:00.000000000+0000","None","1764669595302","1"
"TSLA","2021-09-01T05:30:00.000000000+0000","2021-09-01T07:30:00.000000000+0000","None","1764669595302","1"
"TSLA","2021-09-01T05:31:00.000000000+0000","2021-09-01T07:31:00.000000000+0000","None","1764669596802","1"
"TSLA","2021-09-01T05:41:00.000000000+0000","2021-09-01T07:41:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:55:00.000000000+0000","2021-09-01T07:55:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:40:00.000000000+0000","2021-09-01T07:40:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:44:00.000000000+0000","2021-09-01T07:44:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:47:00.000000000+0000","2021-09-01T07:47:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:51:00.000000000+0000","2021-09-01T07:51:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:36:00.000000000+0000","2021-09-01T07:36:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:50:00.000000000+0000","2021-09-01T07:50:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:38:00.000000000+0000","2021-09-01T07:38:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:39:00.000000000+0000","2021-09-01T07:39:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:33:00.000000000+0000","2021-09-01T07:33:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:48:00.000000000+0000","2021-09-01T07:48:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:35:00.000000000+0000","2021-09-01T07:35:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:46:00.000000000+0000","2021-09-01T07:46:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:49:00.000000000+0000","2021-09-01T07:49:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:32:00.000000000+0000","2021-09-01T07:32:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:34:00.000000000+0000","2021-09-01T07:34:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:43:00.000000000+0000","2021-09-01T07:43:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:52:00.000000000+0000","2021-09-01T07:52:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:37:00.000000000+0000","2021-09-01T07:37:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:54:00.000000000+0000","2021-09-01T07:54:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:45:00.000000000+0000","2021-09-01T07:45:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:42:00.000000000+0000","2021-09-01T07:42:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:53:00.000000000+0000","2021-09-01T07:53:00.000000000+0000","None","1764669598302","1"
"TSLA","2021-09-01T05:58:00.000000000+0000","2021-09-01T07:58:00.000000000+0000","None","1764669599802","1"
"TSLA","2021-09-01T05:59:00.000000000+0000","2021-09-01T07:59:00.000000000+0000","None","1764669599802","1"
"TSLA","2021-09-01T06:00:00.000000000+0000","2021-09-01T08:00:00.000000000+0000","None","1764669599802","1"
"TSLA","2021-09-01T05:56:00.000000000+0000","2021-09-01T07:56:00.000000000+0000","None","1764669599802","1"
"TSLA","2021-09-01T05:57:00.000000000+0000","2021-09-01T07:57:00.000000000+0000","None","1764669599802","1"
"TSLA","2021-09-01T06:24:00.000000000+0000","2021-09-01T08:24:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:25:00.000000000+0000","2021-09-01T08:25:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:23:00.000000000+0000","2021-09-01T08:23:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:13:00.000000000+0000","2021-09-01T08:13:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:35:00.000000000+0000","2021-09-01T08:35:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:29:00.000000000+0000","2021-09-01T08:29:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:28:00.000000000+0000","2021-09-01T08:28:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:22:00.000000000+0000","2021-09-01T08:22:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:30:00.000000000+0000","2021-09-01T08:30:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:18:00.000000000+0000","2021-09-01T08:18:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:01:00.000000000+0000","2021-09-01T08:01:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:16:00.000000000+0000","2021-09-01T08:16:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:17:00.000000000+0000","2021-09-01T08:17:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:27:00.000000000+0000","2021-09-01T08:27:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:33:00.000000000+0000","2021-09-01T08:33:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:03:00.000000000+0000","2021-09-01T08:03:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:02:00.000000000+0000","2021-09-01T08:02:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:11:00.000000000+0000","2021-09-01T08:11:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:37:00.000000000+0000","2021-09-01T08:37:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:39:00.000000000+0000","2021-09-01T08:39:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:19:00.000000000+0000","2021-09-01T08:19:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:08:00.000000000+0000","2021-09-01T08:08:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:26:00.000000000+0000","2021-09-01T08:26:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:15:00.000000000+0000","2021-09-01T08:15:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:07:00.000000000+0000","2021-09-01T08:07:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:32:00.000000000+0000","2021-09-01T08:32:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:36:00.000000000+0000","2021-09-01T08:36:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:09:00.000000000+0000","2021-09-01T08:09:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:12:00.000000000+0000","2021-09-01T08:12:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:06:00.000000000+0000","2021-09-01T08:06:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:42:00.000000000+0000","2021-09-01T08:42:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:21:00.000000000+0000","2021-09-01T08:21:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:41:00.000000000+0000","2021-09-01T08:41:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:10:00.000000000+0000","2021-09-01T08:10:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:05:00.000000000+0000","2021-09-01T08:05:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:20:00.000000000+0000","2021-09-01T08:20:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:14:00.000000000+0000","2021-09-01T08:14:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:40:00.000000000+0000","2021-09-01T08:40:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:38:00.000000000+0000","2021-09-01T08:38:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:31:00.000000000+0000","2021-09-01T08:31:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:04:00.000000000+0000","2021-09-01T08:04:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:34:00.000000000+0000","2021-09-01T08:34:00.000000000+0000","None","1764669601302","1"
"TSLA","2021-09-01T06:43:00.000000000+0000","2021-09-01T08:43:00.000000000+0000","None","1764669602802","1"
