"timestamp","prev_close","new_close","time","diff"
"2021-11-05T08:33:00.000000000+0000","409.3633","410.0","1764938358158","1"
"2021-11-05T08:34:00.000000000+0000","410.0","410.3333","1764938358158","1"
"2021-11-05T08:35:00.000000000+0000","410.3333","410.6633","1764938359658","1"
"2021-11-05T08:37:00.000000000+0000","410.1667","410.0167","1764938361158","1"
"2021-11-05T08:36:00.000000000+0000","410.6633","410.1667","1764938361158","1"
"2021-11-05T08:38:00.000000000+0000","410.0167","409.6967","1764938362658","1"
"2021-11-05T08:40:00.000000000+0000","410.0","410.0","1764938364158","1"
"2021-11-05T08:39:00.000000000+0000","409.6967","410.0","1764938364158","1"
"2021-11-05T08:41:00.000000000+0000","410.0","409.6667","1764938365658","1"
"2021-11-05T08:42:00.000000000+0000","409.6667","409.6667","1764938367158","1"
"2021-11-05T08:45:00.000000000+0000","409.6667","409.3967","1764938368658","1"
"2021-11-05T08:48:00.000000000+0000","409.6567","409.6667","1764938370158","1"
"2021-11-05T08:49:00.000000000+0000","409.6667","409.6667","1764938371658","1"
"2021-11-05T08:50:00.000000000+0000","409.6667","409.6667","1764938373158","1"
"2021-11-05T08:51:00.000000000+0000","409.6667","409.5367","1764938373158","1"
"2021-11-05T08:54:00.000000000+0000","409.6667","409.408","1764938376158","1"
"2021-11-05T09:00:00.000000000+0000","409.6667","409.6867","1764938379158","1"
"2021-11-05T09:01:00.000000000+0000","409.6867","409.9333","1764938379158","1"
"2021-11-05T09:05:00.000000000+0000","410.6","410.6667","1764938382158","1"
"2021-11-05T09:04:00.000000000+0000","410.3233","410.6","1764938382158","1"
"2021-11-05T09:06:00.000000000+0000","410.6667","410.7633","1764938383658","1"
"2021-11-05T09:07:00.000000000+0000","410.7633","411.0","1764938385158","1"
"2021-11-05T09:10:00.000000000+0000","411.33","411.0","1764938386658","1"
"2021-11-05T09:11:00.000000000+0000","411.0","411.0","1764938388158","1"
"2021-11-05T09:12:00.000000000+0000","411.0","411.0","1764938388158","1"
"2021-11-05T09:13:00.000000000+0000","411.0","410.75","1764938389658","1"
"2021-11-05T09:14:00.000000000+0000","410.75","410.8333","1764938391158","1"
"2021-11-05T09:17:00.000000000+0000","411.0","411.1633","1764938392658","1"
"2021-11-05T09:19:00.000000000+0000","411.0","411.0667","1764938394158","1"
"2021-11-05T09:18:00.000000000+0000","411.1633","411.0","1764938394158","1"
"2021-11-05T09:20:00.000000000+0000","411.0667","411.0","1764938395658","1"
"2021-11-05T09:21:00.000000000+0000","411.0","411.0","1764938397158","1"
"2021-11-05T09:22:00.000000000+0000","411.0","411.0","1764938397158","1"
"2021-11-05T09:23:00.000000000+0000","411.0","410.9","1764938398658","1"
"2021-11-05T09:25:00.000000000+0000","410.9167","410.4667","1764938400158","1"
"2021-11-05T09:24:00.000000000+0000","410.9","410.9167","1764938400158","1"
"2021-11-05T09:26:00.000000000+0000","410.4667","409.47","1764938401658","1"
"2021-11-05T09:27:00.000000000+0000","409.47","409.3867","1764938403158","1"
"2021-11-05T09:28:00.000000000+0000","409.3867","409.4433","1764938403158","1"
"2021-11-05T09:29:00.000000000+0000","409.4433","410.15","1764938404658","1"
"2021-11-05T09:31:00.000000000+0000","409.28","410.0839","1764938406158","1"
"2021-11-05T09:30:00.000000000+0000","410.15","409.28","1764938406158","1"
"2021-11-05T09:32:00.000000000+0000","410.0839","410.68","1764938407658","1"
"2021-11-05T09:34:00.000000000+0000","409.9066","409.2817","1764938409158","1"
"2021-11-05T09:33:00.000000000+0000","410.68","409.9066","1764938409158","1"
"2021-11-05T09:35:00.000000000+0000","409.2817","409.2633","1764938410658","1"
"2021-11-05T09:37:00.000000000+0000","409.3133","408.1767","1764938412158","1"
"2021-11-05T09:36:00.000000000+0000","409.2633","409.3133","1764938412158","1"
"2021-11-05T09:38:00.000000000+0000","408.1767","407.5667","1764938413658","1"
"2021-11-05T09:40:00.000000000+0000","408.2833","408.8","1764938415158","1"
"2021-11-05T09:39:00.000000000+0000","407.5667","408.2833","1764938415158","1"
"2021-11-05T09:41:00.000000000+0000","408.8","408.6","1764938416658","1"
"2021-11-05T09:43:00.000000000+0000","407.9367","408.1625","1764938418158","1"
"2021-11-05T09:42:00.000000000+0000","408.6","407.9367","1764938418158","1"
"2021-11-05T09:44:00.000000000+0000","408.1625","408.0967","1764938419658","1"
"2021-11-05T09:45:00.000000000+0000","408.0967","407.1727","1764938421158","1"
"2021-11-05T09:46:00.000000000+0000","407.1727","406.0958","1764938422658","1"
"2021-11-05T09:47:00.000000000+0000","406.0958","405.18","1764938422658","1"
"2021-11-05T09:48:00.000000000+0000","405.18","404.5783","1764938424158","1"
"2021-11-05T09:49:00.000000000+0000","404.5783","403.105","1764938425658","1"
"2021-11-05T09:50:00.000000000+0000","403.105","405.2233","1764938425658","1"
"2021-11-05T09:51:00.000000000+0000","405.2233","405.6267","1764938427158","1"
"2021-11-05T09:52:00.000000000+0000","405.6267","404.9376","1764938428658","1"
"2021-11-05T09:53:00.000000000+0000","404.9376","405.4067","1764938428658","1"
"2021-11-05T09:54:00.000000000+0000","405.4067","406.1667","1764938430158","1"
"2021-11-05T09:56:00.000000000+0000","406.1667","406.77","1764938431658","1"
"2021-11-05T09:55:00.000000000+0000","406.1667","406.1667","1764938431658","1"
"2021-11-05T09:57:00.000000000+0000","406.77","406.9667","1764938433158","1"
"2021-11-05T09:58:00.000000000+0000","406.9667","406.6833","1764938434658","1"
"2021-11-05T09:59:00.000000000+0000","406.6833","406.67","1764938434658","1"
"2021-11-05T10:00:00.000000000+0000","406.67","406.6983","1764938436158","1"
"2021-11-05T10:01:00.000000000+0000","406.6983","407.61","1764938437658","1"
"2021-11-05T10:02:00.000000000+0000","407.61","407.8667","1764938437658","1"
"2021-11-05T10:03:00.000000000+0000","407.8667","408.9","1764938439158","1"
"2021-11-05T10:05:00.000000000+0000","408.7033","408.1944","1764938440658","1"
"2021-11-05T10:04:00.000000000+0000","408.9","408.7033","1764938440658","1"
"2021-11-05T10:06:00.000000000+0000","408.1944","408.4363","1764938442158","1"
"2021-11-05T10:08:00.000000000+0000","408.6667","408.43","1764938443658","1"
"2021-11-05T10:07:00.000000000+0000","408.4363","408.6667","1764938443658","1"
"2021-11-05T10:09:00.000000000+0000","408.43","409.9767","1764938445158","1"
