"symbol","windowStart","windowEnd","preds_json","time","diff","crns_pred","time","diff"
"TSLA","2021-11-05T03:26:00.000000000+0000","2021-11-05T05:26:00.000000000+0000","{""ok"": true, ""horizon"": 10, ""preds"": [403.010009765625, 395.46978759765625, 388.5372009277344, 381.1903381347656, 374.034423828125, 366.6791076660156, 359.5279235839844, 352.05780029296875, 344.87188720703125, 337.6695251464844], ""ckpt"": ""/app/chronos-2-finetuned/finetuned-ckpt""}","1764938252580.0","1.0","403.010009765625","1764938268168","1"
"TSLA","2021-11-05T03:05:00.000000000+0000","2021-11-05T05:05:00.000000000+0000","{""ok"": true, ""horizon"": 10, ""preds"": [402.799072265625, 394.8067626953125, 386.8883056640625, 378.96221923828125, 370.80316162109375, 362.6142578125, 354.4450988769531, 346.35906982421875, 338.1611328125, 330.17144775390625], ""ckpt"": ""/app/chronos-2-finetuned/finetuned-ckpt""}","1764938252580.0","1.0","402.799072265625","1764938268168","1"
"TSLA","2021-11-05T02:41:00.000000000+0000","2021-11-05T04:41:00.000000000+0000","{""ok"": true, ""horizon"": 10, ""preds"": [398.3543701171875, 387.0339050292969, 375.87493896484375, 364.9083557128906, 353.7798156738281, 342.9715270996094, 332.1904602050781, 321.2174072265625, 310.0989074707031, 299.6111755371094], ""ckpt"": ""/app/chronos-2-finetuned/finetuned-ckpt""}","1764938252580.0","1.0","398.3543701171875","1764938268168","1"
"TSLA","2021-11-05T03:43:00.000000000+0000","2021-11-05T05:43:00.000000000+0000","{""ok"": true, ""horizon"": 10, ""preds"": [402.4007568359375, 395.0137023925781, 387.6469421386719, 380.35113525390625, 372.8377990722656, 365.22271728515625, 357.5926818847656, 349.9008483886719, 342.2913818359375, 334.7214660644531], ""ckpt"": ""/app/chronos-2-finetuned/finetuned-ckpt""}","1764938252580.0","1.0","402.4007568359375","1764938268168","1"
"TSLA","2021-11-05T02:52:00.000000000+0000","2021-11-05T04:52:00.000000000+0000","{""ok"": true, ""horizon"": 10, ""preds"": [402.3466491699219, 393.39996337890625, 383.9150390625, 374.5897216796875, 364.98077392578125, 355.40643310546875, 345.8850402832031, 336.3226318359375, 326.4486999511719, 317.0736999511719], ""ckpt"": ""/app/chronos-2-finetuned/finetuned-ckpt""}","1764938252580.0","1.0","402.3466491699219","1764938268168","1"
"TSLA","2021-11-05T03:41:00.000000000+0000","2021-11-05T05:41:00.000000000+0000","{""ok"": true, ""horizon"": 10, ""preds"": [402.51220703125, 394.56134033203125, 386.4996337890625, 378.5035400390625, 370.5379943847656, 362.2855529785156, 354.03955078125, 345.86724853515625, 337.4449768066406, 329.0392150878906], ""ckpt"": ""/app/chronos-2-finetuned/finetuned-ckpt""}","1764938252580.0","1.0","402.51220703125","1764938268168","1"
"TSLA","2021-11-05T03:16:00.000000000+0000","2021-11-05T05:16:00.000000000+0000","{""ok"": true, ""horizon"": 10, ""preds"": [392.8426513671875, 374.69921875, 355.59490966796875, 337.1850891113281, 320.1195068359375, 303.1258239746094, 285.6880798339844, 267.67694091796875, 250.49343872070312, 234.41461181640625], ""ckpt"": ""/app/chronos-2-finetuned/finetuned-ckpt""}","1764938252580.0","1.0","392.8426513671875","1764938268168","1"
"TSLA","2021-11-05T03:59:00.000000000+0000","2021-11-05T05:59:00.000000000+0000","{""ok"": true, ""horizon"": 10, ""preds"": [402.77276611328125, 394.85552978515625, 386.2847900390625, 377.6282958984375, 368.5552673339844, 359.1396484375, 349.8274841308594, 340.76904296875, 331.51507568359375, 322.5279541015625], ""ckpt"": ""/app/chronos-2-finetuned/finetuned-ckpt""}","1764938252580.0","1.0","402.77276611328125","1764938268168","1"
"TSLA","2021-11-05T03:21:00.000000000+0000","2021-11-05T05:21:00.000000000+0000","{""ok"": true, ""horizon"": 10, ""preds"": [401.26123046875, 391.6392517089844, 382.28375244140625, 373.0086975097656, 363.606201171875, 354.2783203125, 344.70947265625, 335.0668640136719, 325.6116943359375, 316.0958251953125], ""ckpt"": ""/app/chronos-2-finetuned/finetuned-ckpt""}","1764938252580.0","1.0","401.26123046875","1764938268168","1"
"TSLA","2021-11-05T03:01:00.000000000+0000","2021-11-05T05:01:00.000000000+0000","{""ok"": true, ""horizon"": 10, ""preds"": [406.3620910644531, 400.579345703125, 394.9982604980469, 388.6519470214844, 382.44110107421875, 375.4287109375, 368.65948486328125, 361.3890380859375, 354.4277038574219, 347.2492370605469], ""ckpt"": ""/app/chronos-2-finetuned/finetuned-ckpt""}","1764938252580.0","1.0","406.3620910644531","1764938268168","1"
"TSLA","2021-11-05T03:54:00.000000000+0000","2021-11-05T05:54:00.000000000+0000","{""ok"": true, ""horizon"": 10, ""preds"": [402.5761413574219, 395.9010925292969, 388.887939453125, 381.9155578613281, 374.6775817871094, 367.4930419921875, 360.2433776855469, 352.8047790527344, 345.4967041015625, 338.2749938964844], ""ckpt"": ""/app/chronos-2-finetuned/finetuned-ckpt""}","1764938252580.0","1.0","402.5761413574219","1764938268168","1"
"TSLA","2021-11-05T02:46:00.000000000+0000","2021-11-05T04:46:00.000000000+0000","{""ok"": true, ""horizon"": 10, ""preds"": [402.3866882324219, 393.9341735839844, 385.5139465332031, 377.08612060546875, 368.133544921875, 359.5492248535156, 350.5976257324219, 341.6622619628906, 332.83892822265625, 324.2630920410156], ""ckpt"": ""/app/chronos-2-finetuned/finetuned-ckpt""}","1764938252580.0","1.0","402.3866882324219","1764938268168","1"
