timestamp,open,high,low,close,volume,date
2021-11-05 05:52:00+00:00,410.3333,410.3333,410.3333,410.3333,300,2021-11-05
2021-11-05 05:53:00+00:00,410.98,411.2667,410.98,411.2667,1647,2021-11-05
2021-11-05 05:54:00+00:00,411.33,411.3333,411.33,411.3333,2919,2021-11-05
2021-11-05 05:55:00+00:00,411.6667,411.6667,411.6667,411.6667,300,2021-11-05
2021-11-05 05:56:00+00:00,412.3333,412.3333,412.3333,412.3333,330,2021-11-05
2021-11-05 06:00:00+00:00,411.6667,411.6667,411.6667,411.6667,450,2021-11-05
2021-11-05 06:01:00+00:00,411.6667,412.3333,411.6667,412.3333,1425,2021-11-05
2021-11-05 06:03:00+00:00,412.0767,412.1667,412.0767,412.1667,600,2021-11-05
2021-11-05 06:06:00+00:00,411.7367,411.7367,411.7367,411.7367,300,2021-11-05
2021-11-05 06:07:00+00:00,411.9667,411.9667,411.9667,411.9667,300,2021-11-05
2021-11-05 06:10:00+00:00,412.3333,412.3333,412.3333,412.3333,687,2021-11-05
2021-11-05 06:19:00+00:00,412.1367,412.1367,412.1367,412.1367,300,2021-11-05
2021-11-05 06:23:00+00:00,412.1833,412.1833,412.14,412.14,750,2021-11-05
2021-11-05 06:25:00+00:00,412.0,412.0,412.0,412.0,354,2021-11-05
2021-11-05 06:26:00+00:00,412.1833,412.1833,412.1833,412.1833,390,2021-11-05
2021-11-05 06:27:00+00:00,412.3033,412.3033,412.3033,412.3033,597,2021-11-05
2021-11-05 06:29:00+00:00,412.3333,412.3333,412.3267,412.3267,834,2021-11-05
2021-11-05 06:30:00+00:00,412.3133,412.3133,412.2,412.2167,1350,2021-11-05
2021-11-05 06:35:00+00:00,412.0333,412.0333,412.0333,412.0333,786,2021-11-05
2021-11-05 06:39:00+00:00,411.4,411.4,411.4,411.4,300,2021-11-05
2021-11-05 06:40:00+00:00,411.3333,411.3567,411.3333,411.3333,3921,2021-11-05
2021-11-05 06:41:00+00:00,411.0,411.0,411.0,411.0,300,2021-11-05
2021-11-05 06:43:00+00:00,411.0133,411.0133,411.0133,411.0133,300,2021-11-05
2021-11-05 06:44:00+00:00,410.4767,410.4767,410.3333,410.3333,972,2021-11-05
2021-11-05 06:45:00+00:00,410.0,410.0,410.0,410.0,2400,2021-11-05
2021-11-05 07:00:00+00:00,410.5933,411.2933,410.0,410.0,6279,2021-11-05
2021-11-05 07:01:00+00:00,410.2,410.3333,410.2,410.3333,4524,2021-11-05
2021-11-05 07:02:00+00:00,410.3333,410.3333,410.3333,410.3333,300,2021-11-05
2021-11-05 07:03:00+00:00,410.3333,410.3333,410.3333,410.3333,1998,2021-11-05
2021-11-05 07:04:00+00:00,410.3333,410.3333,409.9967,410.0,6366,2021-11-05
2021-11-05 07:05:00+00:00,409.8333,410.0,409.8333,410.0,615,2021-11-05
2021-11-05 07:06:00+00:00,409.85,409.85,409.7667,409.7667,1614,2021-11-05
2021-11-05 07:07:00+00:00,410.0,410.0,410.0,410.0,420,2021-11-05
2021-11-05 07:08:00+00:00,410.02,410.02,409.7667,409.7667,5085,2021-11-05
2021-11-05 07:09:00+00:00,409.7,409.7,409.6967,409.6967,1734,2021-11-05
2021-11-05 07:10:00+00:00,409.9967,409.9967,409.9967,409.9967,525,2021-11-05
2021-11-05 07:11:00+00:00,409.8333,409.8333,409.8333,409.8333,1038,2021-11-05
2021-11-05 07:13:00+00:00,409.9333,409.9333,409.9333,409.9333,651,2021-11-05
2021-11-05 07:14:00+00:00,410.0,410.02,410.0,410.02,3111,2021-11-05
2021-11-05 07:15:00+00:00,410.0667,410.0667,410.0,410.0,4902,2021-11-05
2021-11-05 07:16:00+00:00,409.9,409.9,409.8333,409.8333,3786,2021-11-05
2021-11-05 07:17:00+00:00,409.9967,409.9967,409.9667,409.9667,2364,2021-11-05
2021-11-05 07:20:00+00:00,409.6667,409.6667,409.24,409.24,4587,2021-11-05
2021-11-05 07:21:00+00:00,409.1867,409.1867,409.1867,409.1867,300,2021-11-05
2021-11-05 07:22:00+00:00,409.07,409.07,409.0,409.0,2970,2021-11-05
2021-11-05 07:23:00+00:00,409.3333,409.3333,409.3333,409.3333,450,2021-11-05
2021-11-05 07:26:00+00:00,409.3367,409.3367,409.3367,409.3367,1011,2021-11-05
2021-11-05 07:27:00+00:00,409.3367,409.3367,409.3333,409.3333,885,2021-11-05
2021-11-05 07:28:00+00:00,409.2967,409.2967,409.2967,409.2967,2136,2021-11-05
2021-11-05 07:29:00+00:00,409.1267,409.1267,409.0,409.0,5130,2021-11-05
2021-11-05 07:30:00+00:00,408.8467,408.8467,408.8467,408.8467,300,2021-11-05
2021-11-05 07:31:00+00:00,409.0,409.1333,409.0,409.1333,1248,2021-11-05
2021-11-05 07:32:00+00:00,409.04,409.04,409.0,409.0,2700,2021-11-05
2021-11-05 07:33:00+00:00,408.6667,408.6667,408.6667,408.6667,1251,2021-11-05
2021-11-05 07:34:00+00:00,408.5967,408.5967,408.5967,408.5967,3726,2021-11-05
2021-11-05 07:35:00+00:00,408.4033,408.4033,408.3967,408.3967,1611,2021-11-05
2021-11-05 07:36:00+00:00,408.7,408.7,408.6667,408.6667,2754,2021-11-05
2021-11-05 07:37:00+00:00,408.66,408.6667,408.66,408.6667,3825,2021-11-05
2021-11-05 07:39:00+00:00,409.0,409.0433,408.9933,409.0,2577,2021-11-05
2021-11-05 07:40:00+00:00,408.7533,408.7533,408.6667,408.6667,1506,2021-11-05
2021-11-05 07:41:00+00:00,408.6633,408.6633,408.6633,408.6633,600,2021-11-05
2021-11-05 07:43:00+00:00,408.66,408.66,408.66,408.66,372,2021-11-05
2021-11-05 07:47:00+00:00,408.6667,408.6667,408.5833,408.5833,1500,2021-11-05
2021-11-05 07:48:00+00:00,408.6667,408.6667,408.6667,408.6667,423,2021-11-05
2021-11-05 07:50:00+00:00,408.6667,408.6667,408.6667,408.6667,4212,2021-11-05
2021-11-05 07:54:00+00:00,408.6667,408.9933,408.6667,408.9933,1092,2021-11-05
2021-11-05 07:55:00+00:00,409.3167,409.6667,409.3167,409.6667,2700,2021-11-05
2021-11-05 07:56:00+00:00,409.6667,409.6667,409.6667,409.6667,300,2021-11-05
2021-11-05 08:00:00+00:00,410.6202,411.2267,408.3967,409.6667,70131,2021-11-05
2021-11-05 08:02:00+00:00,409.6667,409.6667,409.3333,409.3333,3885,2021-11-05
2021-11-05 08:04:00+00:00,409.3333,409.3333,409.3333,409.3333,1050,2021-11-05
2021-11-05 08:05:00+00:00,409.1033,409.1033,409.0333,409.0333,987,2021-11-05
2021-11-05 08:06:00+00:00,409.0667,409.3333,409.0667,409.3333,2400,2021-11-05
2021-11-05 08:07:00+00:00,409.1333,409.3333,409.1333,409.3333,3363,2021-11-05
2021-11-05 08:09:00+00:00,409.1667,409.1667,409.0,409.1633,2130,2021-11-05
2021-11-05 08:10:00+00:00,409.1467,409.1467,408.9967,408.9967,7974,2021-11-05
2021-11-05 08:11:00+00:00,409.0,409.0,409.0,409.0,300,2021-11-05
2021-11-05 08:13:00+00:00,409.3333,409.3333,409.3333,409.3333,600,2021-11-05
2021-11-05 08:14:00+00:00,409.0,409.0,409.0,409.0,300,2021-11-05
2021-11-05 08:16:00+00:00,409.0833,409.0833,409.0,409.0033,2901,2021-11-05
2021-11-05 08:18:00+00:00,409.0,409.0,409.0,409.0,2151,2021-11-05
2021-11-05 08:23:00+00:00,409.0,409.0,409.0,409.0,1092,2021-11-05
2021-11-05 08:24:00+00:00,409.0,409.0,409.0,409.0,945,2021-11-05
2021-11-05 08:28:00+00:00,409.0667,409.0667,409.0667,409.0667,600,2021-11-05
2021-11-05 08:29:00+00:00,409.1667,409.25,409.0033,409.0033,2091,2021-11-05
2021-11-05 08:30:00+00:00,409.0,409.3333,409.0,409.3167,11064,2021-11-05
2021-11-05 08:31:00+00:00,409.0667,409.3333,408.53,408.53,11166,2021-11-05
2021-11-05 08:32:00+00:00,408.6767,409.0,408.6667,408.9933,1563,2021-11-05
2021-11-05 08:33:00+00:00,409.0,409.83,409.0,409.3633,2334,2021-11-05
2021-11-05 08:34:00+00:00,409.8033,410.0,409.6667,410.0,3570,2021-11-05
2021-11-05 08:35:00+00:00,410.0,410.6167,410.0,410.3333,9036,2021-11-05
2021-11-05 08:36:00+00:00,410.3333,410.83,410.3333,410.6633,34824,2021-11-05
2021-11-05 08:37:00+00:00,410.7713,410.7713,410.1667,410.1667,6402,2021-11-05
2021-11-05 08:38:00+00:00,410.26,410.26,410.0167,410.0167,3393,2021-11-05
2021-11-05 08:39:00+00:00,410.0,410.0167,409.6667,409.6967,16821,2021-11-05
2021-11-05 08:40:00+00:00,409.8667,410.0,409.8667,410.0,1671,2021-11-05
2021-11-05 08:41:00+00:00,410.07,410.1233,410.0,410.0,3216,2021-11-05
2021-11-05 08:42:00+00:00,409.7333,409.9567,409.6667,409.6667,1536,2021-11-05
2021-11-05 08:43:00+00:00,409.67,409.67,409.6667,409.6667,900,2021-11-05
2021-11-05 08:45:00+00:00,409.6667,409.6667,409.5167,409.6667,3006,2021-11-05
2021-11-05 08:46:00+00:00,409.54,409.54,409.3967,409.3967,1491,2021-11-05
2021-11-05 08:48:00+00:00,409.6567,409.6567,409.6567,409.6567,300,2021-11-05
2021-11-05 08:49:00+00:00,409.6667,409.6667,409.6667,409.6667,492,2021-11-05
2021-11-05 08:50:00+00:00,409.6667,409.6667,409.6667,409.6667,900,2021-11-05
2021-11-05 08:51:00+00:00,409.6667,409.6667,409.6333,409.6667,4134,2021-11-05
2021-11-05 08:52:00+00:00,409.5367,409.5367,409.5367,409.5367,300,2021-11-05
2021-11-05 08:54:00+00:00,409.6667,409.6667,409.6667,409.6667,3813,2021-11-05
2021-11-05 08:55:00+00:00,409.6767,409.6767,409.4033,409.408,4038,2021-11-05
2021-11-05 08:58:00+00:00,409.64,409.64,409.45,409.45,1047,2021-11-05
2021-11-05 09:00:00+00:00,409.6667,409.6667,409.6666,409.6667,13488,2021-11-05
2021-11-05 09:01:00+00:00,409.6867,409.6867,409.6867,409.6867,3306,2021-11-05
2021-11-05 09:02:00+00:00,409.8333,409.9333,409.8333,409.9333,2454,2021-11-05
2021-11-05 09:04:00+00:00,410.3233,410.3233,410.3233,410.3233,1125,2021-11-05
2021-11-05 09:05:00+00:00,410.2333,410.6,410.2333,410.6,2868,2021-11-05
2021-11-05 09:06:00+00:00,410.5667,410.6667,410.3334,410.6667,2760,2021-11-05
2021-11-05 09:07:00+00:00,410.67,410.7633,410.67,410.7633,2055,2021-11-05
2021-11-05 09:08:00+00:00,410.8,411.0,410.8,411.0,4059,2021-11-05
2021-11-05 09:10:00+00:00,411.3,411.33,411.1633,411.33,4371,2021-11-05
2021-11-05 09:11:00+00:00,411.0,411.1633,411.0,411.0,5532,2021-11-05
2021-11-05 09:12:00+00:00,411.1633,411.1633,410.8733,411.0,3516,2021-11-05
2021-11-05 09:13:00+00:00,410.8667,411.0,410.8333,411.0,4590,2021-11-05
2021-11-05 09:14:00+00:00,411.1333,411.1333,410.75,410.75,6063,2021-11-05
2021-11-05 09:15:00+00:00,410.8333,411.0,410.8333,410.8333,1446,2021-11-05
2021-11-05 09:17:00+00:00,410.9467,411.0,410.9467,411.0,15183,2021-11-05
2021-11-05 09:18:00+00:00,411.1633,411.1633,411.1633,411.1633,300,2021-11-05
2021-11-05 09:19:00+00:00,411.0,411.0933,411.0,411.0,1230,2021-11-05
2021-11-05 09:20:00+00:00,411.0033,411.0667,410.9,411.0667,2334,2021-11-05
2021-11-05 09:21:00+00:00,411.0333,411.0333,411.0,411.0,2601,2021-11-05
2021-11-05 09:22:00+00:00,411.0,411.0,411.0,411.0,1923,2021-11-05
2021-11-05 09:23:00+00:00,411.0,411.0,410.98,411.0,1374,2021-11-05
2021-11-05 09:24:00+00:00,410.98,410.98,410.9,410.9,2592,2021-11-05
2021-11-05 09:25:00+00:00,410.9167,410.9167,410.8633,410.9167,5085,2021-11-05
2021-11-05 09:26:00+00:00,410.8367,410.8367,410.4667,410.4667,3570,2021-11-05
2021-11-05 09:27:00+00:00,410.5033,410.5033,409.47,409.47,15765,2021-11-05
2021-11-05 09:28:00+00:00,409.46,409.8933,409.1667,409.3867,13680,2021-11-05
2021-11-05 09:29:00+00:00,409.5833,409.6667,409.3433,409.4433,10650,2021-11-05
2021-11-05 09:30:00+00:00,409.4833,410.3333,408.3333,410.15,865851,2021-11-05
2021-11-05 09:31:00+00:00,410.32,410.3667,408.7667,409.28,246237,2021-11-05
2021-11-05 09:32:00+00:00,409.3333,410.0839,409.06,410.0839,128805,2021-11-05
2021-11-05 09:33:00+00:00,410.035,411.3066,410.035,410.68,308406,2021-11-05
2021-11-05 09:34:00+00:00,410.81,411.6667,409.55,409.9066,243345,2021-11-05
2021-11-05 09:35:00+00:00,409.8767,409.9233,409.2067,409.2817,180366,2021-11-05
2021-11-05 09:36:00+00:00,409.27,409.8533,409.0,409.2633,133281,2021-11-05
2021-11-05 09:37:00+00:00,409.2633,409.4,408.8533,409.3133,127287,2021-11-05
2021-11-05 09:38:00+00:00,409.2603,409.5166,408.0,408.1767,150486,2021-11-05
2021-11-05 09:39:00+00:00,408.0533,408.3167,407.3999,407.5667,197571,2021-11-05
2021-11-05 09:40:00+00:00,407.442,408.44,407.442,408.2833,125331,2021-11-05
2021-11-05 09:41:00+00:00,408.3191,408.9967,408.2134,408.8,121770,2021-11-05
2021-11-05 09:42:00+00:00,408.8375,409.0831,407.8334,408.6,132258,2021-11-05
2021-11-05 09:43:00+00:00,408.6633,408.6633,407.86,407.9367,119193,2021-11-05
2021-11-05 09:44:00+00:00,407.9933,408.61,407.8167,408.1625,81879,2021-11-05
2021-11-05 09:45:00+00:00,408.24,408.57,407.5833,408.0967,107976,2021-11-05
2021-11-05 09:46:00+00:00,408.0933,408.29,407.0533,407.1727,117432,2021-11-05
2021-11-05 09:47:00+00:00,407.248,407.8033,406.0614,406.0958,299904,2021-11-05
2021-11-05 09:48:00+00:00,406.21,406.52,404.3333,405.18,416823,2021-11-05
2021-11-05 09:49:00+00:00,405.2433,405.5433,404.1726,404.5783,243096,2021-11-05
2021-11-05 09:50:00+00:00,404.6133,404.88,402.7533,403.105,497493,2021-11-05
2021-11-05 09:51:00+00:00,403.02,405.3331,402.6667,405.2233,475971,2021-11-05
2021-11-05 09:52:00+00:00,405.27,405.86,405.0034,405.6267,219225,2021-11-05
2021-11-05 09:53:00+00:00,405.59,405.8133,404.5367,404.9376,196818,2021-11-05
2021-11-05 09:54:00+00:00,404.81,405.6667,404.4033,405.4067,214887,2021-11-05
2021-11-05 09:55:00+00:00,405.5783,406.66,405.4967,406.1667,218577,2021-11-05
2021-11-05 09:56:00+00:00,406.0967,406.4233,405.83,406.1667,114960,2021-11-05
2021-11-05 09:57:00+00:00,406.2119,406.9567,406.0865,406.77,116697,2021-11-05
2021-11-05 09:58:00+00:00,406.77,406.9667,406.43,406.9667,94161,2021-11-05
2021-11-05 09:59:00+00:00,406.8647,406.9733,406.0,406.6833,107247,2021-11-05
2021-11-05 10:00:00+00:00,406.6867,406.9667,406.42,406.67,76134,2021-11-05
2021-11-05 10:01:00+00:00,406.65,406.8867,406.4393,406.6983,58752,2021-11-05
2021-11-05 10:02:00+00:00,406.72,407.8167,406.72,407.61,197964,2021-11-05
2021-11-05 10:03:00+00:00,407.6467,407.9333,407.4867,407.8667,125394,2021-11-05
2021-11-05 10:04:00+00:00,407.9267,409.0033,407.6667,408.9,284484,2021-11-05
2021-11-05 10:05:00+00:00,408.9133,409.1233,408.56,408.7033,159207,2021-11-05
2021-11-05 10:06:00+00:00,408.7133,408.8483,408.0933,408.1944,170001,2021-11-05
2021-11-05 10:07:00+00:00,408.2767,409.0,408.2273,408.4363,123729,2021-11-05
2021-11-05 10:08:00+00:00,408.4667,408.81,408.3333,408.6667,108309,2021-11-05
2021-11-05 10:09:00+00:00,408.68,408.6967,408.3333,408.43,91485,2021-11-05
2021-11-05 10:10:00+00:00,408.56,410.02,408.5233,409.9767,335334,2021-11-05
2021-11-05 10:11:00+00:00,409.8546,411.3333,409.4934,410.71,428769,2021-11-05
2021-11-05 10:12:00+00:00,410.8005,412.3333,410.7134,411.865,535797,2021-11-05
2021-11-05 10:13:00+00:00,411.87,412.0367,411.1867,411.7583,208776,2021-11-05
2021-11-05 10:14:00+00:00,411.7799,412.6667,411.4233,411.4233,226878,2021-11-05
2021-11-05 10:15:00+00:00,411.53,412.6667,411.5,412.2472,188103,2021-11-05
2021-11-05 10:16:00+00:00,412.1733,412.33,411.1867,411.5227,151851,2021-11-05
2021-11-05 10:17:00+00:00,411.435,411.9536,411.3387,411.59,77514,2021-11-05
2021-11-05 10:18:00+00:00,411.6435,411.85,411.2667,411.3867,97632,2021-11-05
2021-11-05 10:19:00+00:00,411.4033,412.0,411.1933,411.9281,121716,2021-11-05
2021-11-05 10:20:00+00:00,411.8067,412.0933,410.8333,410.9033,146610,2021-11-05
2021-11-05 10:21:00+00:00,411.005,411.4466,410.6767,410.7567,80874,2021-11-05
2021-11-05 10:22:00+00:00,410.8933,411.7033,410.8033,411.2483,117063,2021-11-05
2021-11-05 10:23:00+00:00,411.41,411.48,410.9667,411.3283,42531,2021-11-05
2021-11-05 10:24:00+00:00,411.3333,411.41,410.8967,411.0959,51936,2021-11-05
2021-11-05 10:25:00+00:00,411.2033,412.0,410.8667,410.895,147297,2021-11-05
2021-11-05 10:26:00+00:00,410.9567,411.2533,410.3667,410.8433,83661,2021-11-05
2021-11-05 10:27:00+00:00,410.7733,410.84,409.7033,410.433,119910,2021-11-05
2021-11-05 10:28:00+00:00,410.27,410.4839,409.0267,409.37,179394,2021-11-05
2021-11-05 10:29:00+00:00,409.37,410.66,409.37,410.3167,93960,2021-11-05
2021-11-05 10:30:00+00:00,410.3567,411.4967,410.2833,410.5817,97722,2021-11-05
2021-11-05 10:31:00+00:00,410.6533,411.08,410.5551,410.624,59436,2021-11-05
2021-11-05 10:32:00+00:00,410.6333,411.2267,410.5533,410.98,43485,2021-11-05
2021-11-05 10:33:00+00:00,411.1033,411.3933,410.88,411.0833,61908,2021-11-05
2021-11-05 10:34:00+00:00,410.9767,410.9767,410.5,410.7597,35073,2021-11-05
2021-11-05 10:35:00+00:00,410.82,410.9067,410.0,410.3333,88191,2021-11-05
2021-11-05 10:36:00+00:00,410.3,410.4467,410.0483,410.3367,35235,2021-11-05
2021-11-05 10:37:00+00:00,410.2617,410.92,410.2421,410.9,45399,2021-11-05
2021-11-05 10:38:00+00:00,410.8135,411.16,410.5083,410.8333,59235,2021-11-05
2021-11-05 10:39:00+00:00,410.8083,412.9691,410.8083,412.88,446043,2021-11-05
2021-11-05 10:40:00+00:00,412.9766,412.9766,411.7033,411.78,164208,2021-11-05
2021-11-05 10:41:00+00:00,411.68,412.3333,411.68,411.9153,80280,2021-11-05
2021-11-05 10:42:00+00:00,412.0,412.5,411.6734,412.0287,107055,2021-11-05
2021-11-05 10:43:00+00:00,412.0717,412.32,411.7767,411.99,57345,2021-11-05
2021-11-05 10:44:00+00:00,411.9667,412.4467,411.7833,411.85,173772,2021-11-05
2021-11-05 10:45:00+00:00,411.9367,412.0636,411.6267,411.8167,138327,2021-11-05
2021-11-05 10:46:00+00:00,411.82,411.9233,411.3667,411.7533,102519,2021-11-05
2021-11-05 10:47:00+00:00,411.7817,412.0533,411.2,411.285,127383,2021-11-05
2021-11-05 10:48:00+00:00,411.3666,411.631,411.2533,411.6,41109,2021-11-05
2021-11-05 10:49:00+00:00,411.5573,411.9067,411.1867,411.1867,65787,2021-11-05
2021-11-05 10:50:00+00:00,411.198,411.45,410.5367,410.6933,121005,2021-11-05
2021-11-05 10:51:00+00:00,410.7883,411.2433,410.6767,411.0867,27078,2021-11-05
2021-11-05 10:52:00+00:00,411.0133,411.3386,410.9867,411.1967,34800,2021-11-05
2021-11-05 10:53:00+00:00,411.2717,411.6667,411.17,411.5832,40869,2021-11-05
2021-11-05 10:54:00+00:00,411.5716,411.7767,411.3867,411.465,58398,2021-11-05
2021-11-05 10:55:00+00:00,411.51,411.8867,411.3867,411.5617,87402,2021-11-05
2021-11-05 10:56:00+00:00,411.5383,411.66,411.2167,411.5566,47577,2021-11-05
2021-11-05 10:57:00+00:00,411.48,411.52,411.1067,411.1667,28857,2021-11-05
2021-11-05 10:58:00+00:00,411.1033,411.2267,410.8667,411.0967,41517,2021-11-05
2021-11-05 10:59:00+00:00,411.0603,411.1566,410.78,410.855,39330,2021-11-05
2021-11-05 11:00:00+00:00,410.91,411.0367,410.6734,411.0,43395,2021-11-05
2021-11-05 11:01:00+00:00,411.1466,411.33,411.0,411.33,38013,2021-11-05
2021-11-05 11:02:00+00:00,411.1863,411.4967,411.1863,411.4133,60213,2021-11-05
2021-11-05 11:03:00+00:00,411.3799,411.4355,411.1297,411.1767,16335,2021-11-05
2021-11-05 11:04:00+00:00,411.2195,411.3233,411.0082,411.3233,37332,2021-11-05
2021-11-05 11:05:00+00:00,411.27,411.6667,411.1517,411.48,85575,2021-11-05
2021-11-05 11:06:00+00:00,411.5367,411.67,411.5333,411.65,89541,2021-11-05
2021-11-05 11:07:00+00:00,411.6667,411.78,411.5333,411.75,34932,2021-11-05
2021-11-05 11:08:00+00:00,411.7047,411.75,411.1833,411.23,60408,2021-11-05
2021-11-05 11:09:00+00:00,411.1833,411.6,411.005,411.4349,54471,2021-11-05
2021-11-05 11:10:00+00:00,411.41,411.507,411.0167,411.3333,42012,2021-11-05
2021-11-05 11:11:00+00:00,411.2867,411.4833,411.2867,411.3033,20565,2021-11-05
2021-11-05 11:12:00+00:00,411.3833,411.7533,411.3133,411.54,133704,2021-11-05
2021-11-05 11:13:00+00:00,411.6367,411.66,411.1733,411.3133,48099,2021-11-05
2021-11-05 11:14:00+00:00,411.3767,411.4467,411.1331,411.2533,26982,2021-11-05
2021-11-05 11:15:00+00:00,411.1733,411.6167,411.0567,411.4633,34371,2021-11-05
2021-11-05 11:16:00+00:00,411.4667,411.62,411.39,411.5673,28203,2021-11-05
2021-11-05 11:17:00+00:00,411.59,411.59,411.4167,411.5167,15102,2021-11-05
2021-11-05 11:18:00+00:00,411.5083,411.51,411.2733,411.4367,22794,2021-11-05
2021-11-05 11:19:00+00:00,411.435,411.4889,410.915,410.915,63336,2021-11-05
2021-11-05 11:20:00+00:00,410.9567,411.1528,410.7333,411.01,101976,2021-11-05
2021-11-05 11:21:00+00:00,410.9567,411.25,410.9467,411.08,38982,2021-11-05
2021-11-05 11:22:00+00:00,411.2,411.4533,411.14,411.4533,33477,2021-11-05
2021-11-05 11:23:00+00:00,411.4667,411.5533,410.7733,410.7733,72174,2021-11-05
2021-11-05 11:24:00+00:00,410.7367,411.0,410.6667,410.7333,49836,2021-11-05
2021-11-05 11:25:00+00:00,410.75,410.7533,409.6967,409.8167,175173,2021-11-05
2021-11-05 11:26:00+00:00,409.8279,410.5733,409.5117,410.2333,127338,2021-11-05
2021-11-05 11:27:00+00:00,410.1917,410.4266,410.11,410.34,55884,2021-11-05
2021-11-05 11:28:00+00:00,410.3333,410.47,410.25,410.31,88602,2021-11-05
2021-11-05 11:29:00+00:00,410.36,410.3733,409.5667,409.7399,115281,2021-11-05
2021-11-05 11:30:00+00:00,409.67,410.2667,409.5933,410.1947,61071,2021-11-05
2021-11-05 11:31:00+00:00,410.2591,410.2591,409.67,409.8333,65460,2021-11-05
2021-11-05 11:32:00+00:00,409.83,409.88,409.5533,409.8233,40188,2021-11-05
2021-11-05 11:33:00+00:00,409.76,410.0833,409.71,409.7533,115041,2021-11-05
2021-11-05 11:34:00+00:00,409.73,409.7933,409.0628,409.3784,119685,2021-11-05
2021-11-05 11:35:00+00:00,409.3941,409.9233,409.3941,409.7033,46821,2021-11-05
2021-11-05 11:36:00+00:00,409.6733,409.7967,409.4833,409.5533,42795,2021-11-05
2021-11-05 11:37:00+00:00,409.5333,409.68,409.4385,409.5818,29220,2021-11-05
2021-11-05 11:38:00+00:00,409.5883,409.86,409.5,409.7567,41055,2021-11-05
2021-11-05 11:39:00+00:00,409.7733,409.95,409.677,409.8633,23796,2021-11-05
2021-11-05 11:40:00+00:00,409.93,410.1267,409.56,409.6133,147798,2021-11-05
2021-11-05 11:41:00+00:00,409.61,409.6133,409.2533,409.5347,38301,2021-11-05
